27.7214	29.6954
10.1918	30.447
24.204	42.3463
16.0911	21.1098
27.3664	11.0443
28.5525	49.258
28.8363	33.8038
19.7889	57.7899
32.654	47.4634
13.7348	19.4876
37.2906	58.4042
24.4777	51.7716
23.9906	50.2524
33.8849	34.5106
31.7499	68.8285
19.6895	62.3438
19.9716	51.4118
46.5292	66.6537
30.6895	75.2182
42.8174	37.1765
37.0645	76.626
27.1567	32.4953
47.4754	69.3004
45.743	44.3788
46.4577	57.6754
38.987	76.5813
35.7136	43.8205
53.5447	89.3804
46.6214	50.0022
42.1637	92.9775
59.707	68.3956
43.696	81.1216
35.808	62.3189
40.4053	78.0539
49.6165	64.8008
50.7892	79.1902
55.1715	94.7313
37.4665	57.122
40.7499	79.4481
50.1555	66.58
53.8238	79.0497
56.9548	62.938
60.2718	79.0816
66.4178	85.483
48.8863	114.822
51.3372	76.7961
68.6608	105.103
49.4626	120.255
74.1299	93.6108
55.7972	105.281
63.3604	120.574
51.3282	109.446
53.143	88.5974
60.5547	102.399
55.2128	112.248
81.9927	119.651
83.7696	105.87
64.9705	86.7291
70.9999	126.317
63.5336	91.7783
63.8774	116.067
65.7539	128.301
91.2676	131.873
73.1846	118.769
70.2761	118.453
65.5272	137.71
68.891	139.101
73.3639	141.36
76.7627	116.787
80.1266	137.617
86.5458	140.13
99.8147	143.195
101.051	134.545
101.961	144.12
98.2882	118.752
101.53	150.554
103.676	156.86
80.1746	141.578
106.179	156.863
86.2048	135.161
104.119	144.401
108.101	143.998
96.533	139.608
86.061	166.697
95.1122	127.766
110.108	164.882
90.7307	165.904
112.499	138.43
110.463	177.938
111.668	156.553
99.0954	164.649
114.39	155.357
104.742	153.642
119.846	178.036
106.533	177.393
112.315	144.424
100.555	149.608
97.5501	162.387
123.27	154.749
118.076	155.351
127.841	174.723
121.975	154.224
129.097	178.721
129.367	197.118
122.836	198.142
115.632	188.719
121.164	168.284
108.226	189.273
114.808	192.886
114.03	174.199
129.738	179.615
132.145	195.463
139.309	203.201
133.454	169.779
142.089	200.924
142.229	181.471
129.325	208.934
123.684	186.687
137.276	218.604
126.584	195.098
131.211	187.142
126	195.528
126.263	199.913
132.929	198.345
145.589	233.216
134.717	211.011
151.811	198.291
152.509	216.449
155.776	216.975
130.799	234.817
134.011	225.558
153.462	230.04
157.814	233.447
152.058	228.777
155.585	224.453
144.294	202.827
156.301	219.638
146.508	222.309
164.845	218.272
162.283	228.424
153.617	228.124
157.665	226.551
163.861	246.124
143.797	262.668
150.299	223.703
155.859	261.032
164.265	263.098
165.439	230.31
162.529	246.363
163.655	263.928
175.309	264.672
168.215	258.215
172.478	229.052
171.879	247.934
182.249	242.866
180.879	260.132
184.855	273.109
176.65	259.776
158.056	267.726
167.98	263.397
186.235	252.303
182.113	256.482
185.024	282.801
174.64	248.39
168.159	289.654
181.182	278.721
173.705	281.068
185.248	286.444
178.955	262.868
187.118	259.442
197.405	286.086
199.119	256.764
176.349	298.615
177.292	274.035
175.853	262.962
178.795	299.067
185.602	272.513
204.046	305.493
204.096	279.936
193.052	316.66
196.925	303.221
186.2	290.001
211.413	280.595
191.732	298.291
200.058	295.606
208.548	316.819
212.184	287.786
198.328	281.561
204.087	285.932
207.318	295.689
200.625	309.372
212.551	292.292
206.789	337.749
201.297	329.496
201.393	297.923
218.752	293.78
200.929	321.627
197.16	320.987
205.291	302.493
201.003	319.072
217.711	348.717
213.582	317.467
220.032	343.859
225.452	315.201
220.11	353.774
209.956	310.268
219.755	338.686
235.195	312.999
215.374	352.752
210.791	352.929
214.605	347.854
231.386	347.67
220.716	351.028
235.838	368.267
218.8	358.292
237.769	370.763
231.557	335.606
240.281	361.4
238.494	333.135
236.121	347.188
238.493	377.496
240.564	365.27
222.613	366.545
245.539	336.085
248.747	377.366
252.765	377.363
244.686	350.857
245.614	378.848
246.779	349.801
241.735	388.853
233.646	348.681
242.017	354.04
233.632	388.405
260.436	375.065
244.303	359.986
247.412	395.229
238.062	362.651
251.96	404.458
258.946	397
260.217	385.12
264.877	405.805
253.733	378.536
268.163	407.408
247.072	368.73
259.839	373.473
266.026	397.588
253.414	393.835
267.486	411.188
262.454	412.637
274.395	396.538
277.247	388.489
252.398	377.915
266.504	394.255
267.572	421.719
282.953	395.812
278.965	424.338
259.895	417.916
275.173	422.322
285.872	402.674
268.259	412.932
268.245	427.695
261.804	410.519
284.835	414.976
264.225	430.65
266.971	421.826
266.45	408.299
279.758	408.343
292.983	445.257
285.391	421.447
270.224	435.85
271.264	453.106
279.806	440.912
287.534	452.553
301.09	442.257
283.336	416.536
280.521	413.807
288.127	428.82
301.469	441.538
287.434	445.694
292.279	429.818
293.945	445.725
293.905	437.906
294.372	452.398
284.821	432.551
303.256	453.719
312.603	477.485
289.081	436.14
307.419	455.98
301.014	477.414
308.863	438.55
305.024	471.327
308.449	482.905
320.975	455.824
307.233	479.952
317.501	471.935
302.084	484.67
325.028	446.789
309.641	448.43
324.162	451.745
301.485	465.004
309.487	490.387
313.597	475.569
311.806	461.985
317.015	455.741
310.277	463.6
323.212	503.747
319.928	462.144
331.925	492.38
336.222	510.313
313.963	464.786
324.737	513.54
326.074	475.282
330.031	516.778
320.647	510.58
321.459	512.49
322.021	512.616
324.878	512.753
335.269	489.588
344.752	485.755
322.261	505.399
322.611	491.476
339.342	486.313
348.221	506.392
325.89	504.941
331.947	531.61
328.708	505.529
346.82	494.361
352.436	524.459
350.288	515.693
333.216	542.359
351.596	537.153
340.718	538.514
358.456	510.201
335.768	523.276
348.103	514.512
338.602	512.777
339.396	550.048
346.032	510.17
353.938	546.792
361.64	509.199
357.513	555.05
368.741	525.211
363.92	532.407
370.399	520.39
369.199	529.632
355.542	523.706
348.468	557.836
359.335	537.642
348.288	553.531
372.289	554.991
356.164	553.786
371.548	561.505
362.378	534.934
362.213	550.777
355.28	539.665
372.037	557.644
369.949	537.201
371.604	541.132
364.486	546.196
371.083	546.563
371.98	570.082
388.966	542.642
386.501	583.426
388.194	584.934
386.066	560.285
377.589	553.127
369.033	595.455
386.543	600.366
385.789	563.88
379.672	596.364
396.019	568.272
400.528	575.426
384.477	564.052
378.057	571.561
385.712	573.439
381.964	607.266
382.243	602.313
398.657	605.001
396.737	572.521
393.982	598.078
396.226	607.872
394.946	578.09
383.998	606.771
408.868	612.808
395.801	605.672
406.102	598.831
400.875	608.003
412.439	610.505
415.905	605.861
390.069	595.011
401.575	598.033
400.612	595.419
413.957	604.743
409.203	615.817
394.402	604.831
397.064	622.454
424.362	643.193
404.428	623.582
422.579	641.461
427.647	638.385
419.229	616.866
423.472	614.736
426.711	614.665
409.679	652.477
417.657	632.123
429.962	657.229
434.29	635.933
436.059	642.007
435.639	651.768
409.541	637.461
417.319	618.007
419.384	646.558
440.423	637.097
421.735	625.023
424.177	668.468
427.275	638.029
418.036	631.034
433.13	643.995
422.381	647.028
429.54	675.268
423.904	649.794
449.877	671.28
422.334	638.206
445.135	682.966
436.148	661.152
428.879	674.81
445.077	644.57
434.649	664.772
446.425	679.299
431.608	651.693
446.279	676.807
433.017	655.11
442.845	693.645
434.755	660.733
440.35	693.233
456.751	668.487
451.491	657.07
440.656	673.282
460.437	678.078
458.873	684.238
451.456	698.93
451.481	662.542
470.537	667.59
467.593	706.262
457.61	688.649
445.13	715.639
448.276	709.443
471.252	680.888
469.325	687.59
468.717	697.475
474.73	685.243
476.91	690.165
462.323	725.839
457.616	697.924
474.417	729.5
468.362	719.717
468.29	701.338
467.433	709.507
487.638	690.591
473.401	705.964
485.648	732.258
474.446	712.832
481.167	722.023
469.168	718.178
490.432	705.219
467.688	735.332
481.916	714.708
482.544	741.031
486.965	702.139
477.636	730.838
490.725	727.507
472.268	738.644
499.189	714.696
476.22	741.579
486.061	759.156
482.863	739.839
481.778	721.284
500.336	718.206
495.935	726.442
483.651	761.396
504.667	763.167
506.604	757.275
490.639	766.752
500.862	751.55
502.436	772.616
494.497	736.026
490.324	776.065
515.21	745.014
510.845	763.345
494.952	763.822
493.01	755.191
506.868	768.19
507.58	757.731
513.825	763.102
519.411	769.339
515.925	752.771
524.852	775.824
499.826	763.98
511.262	751.825
511.151	775.569
501.004	757.373
520.94	784.506
517.77	772.509
528.3	761.842
532.024	772.051
519.699	800.49
508.928	795.832
509.791	766.716
524.011	781.959
527.877	766.616
510.858	803.103
538.54	786.125
532.287	774.049
533.046	813.55
514.856	779.161
539.225	806.599
536.606	809.868
534.25	792.64
525.727	803.313
535.677	791.217
526.348	787.836
548.826	800.838
522.953	819.873
552.63	810.024
546.634	807.162
532.148	830.933
542.115	800.105
533.415	821.824
535.038	809.092
542.065	802.902
536.037	831.432
552.254	801.208
550.674	806.474
559.329	806.762
551.037	834.161
558.971	840.1
539.792	824.942
561.064	833.935
553.426	824.903
545.045	833.061
566.931	827.481
556.909	826.159
563.795	839.474
552.889	823.048
548.227	842.135
565.195	851.247
546.873	855.538
562.321	846.318
556.869	863.331
556.374	867.753
577.436	833.575
553.432	840.94
556.37	829.492
565.425	872.782
569.068	872.957
555.078	838.284
567.403	881.087
583.536	880.241
564.009	844.776
571.532	853.121
582.392	843.742
566.644	854.759
570.928	861.209
580.251	882.274
570.847	881.632
571.368	865.34
578.47	883.817
595.939	880.914
591.573	893.233
578.773	880.615
573.635	876.554
587.32	878.181
600.204	892.246
585.028	870.556
580.197	893.434
581.031	904.158
595.78	896.8
589.905	866.308
604.044	913.368
589.426	911.925
587.968	872.158
599.531	879.853
605.644	892.175
599.098	904.136
611.732	925.527
586.501	895.274
602.245	913.171
609.52	908.939
599.714	931.99
605.857	918.26
619.83	892.049
619.301	907.993
614.818	927.425
604.19	905.739
596.815	926.047
616.765	933.174
610.327	921.511
597.363	904.375
599.583	897.775
604.749	914.257
612.933	914.166
602.049	924.795
613.102	938.577
606.139	952.259
611.379	917.28
613.632	941.016
630.62	955.998
625.346	956.714
622.079	934.429
609.45	914.815
617.11	964.212
623.7	916.791
629.284	958.99
620.118	928.342
615.689	954.777
618.504	963.771
644.382	958.577
619.208	931.827
647.178	963.049
644.642	960.783
639.05	973.537
627.976	962.545
650.903	949.892
629.609	951.566
645.846	983.259
639.254	948.507
640.322	975.728
633.616	981.219
646.535	953.514
633.714	987.712
635.354	962.008
647.07	962.71
645.697	951.378
643.214	963.96
654.829	956.821
653.748	972.03
665.193	967.125
661.679	964.718
657.69	982.07
653.837	986.898
650.532	1005.32
670.8	981.874
669.832	1008.29
664.301	980.847
672.951	1011.02
648.389	1014.59
673.573	987.811
650.678	995.303
671.005	987.562
660.409	991.214
652.413	1023.81
669.439	977.596
675.656	1014.1
665.884	1013.33
666.946	1007.34
679.728	1014.53
675.17	1029.51
668.155	992.047
662.964	1015.08
687.959	1014.05
681.963	1017.97
685.949	1040.53
664.705	1023.33
669.787	1022.15
684.884	1028.59
678.239	1010.84
692.286	1021.2
681.907	1047.75
684.652	1035.4
675.092	1031.64
685.407	1009.48
679.674	1022.36
699.094	1021
691.286	1011.3
683.005	1039.5
684.666	1059.44
702.701	1020.55
706.292	1044.97
686.654	1044.18
684.569	1040.87
690.1	1069.54
685.249	1048.77
686.243	1034.29
688.236	1025.61
687.47	1039.21
691.445	1034
689.354	1058.16
703.399	1074.03
710.243	1059.46
712.149	1057.54
707.237	1046.14
713.05	1060.81
701.18	1055.03
